Name,Model,Role,PV,Type,Size,Move,Short,Medium,Long,Overheat,Armor,Structure,Specials,ImageURL,Star League (2571 - 2780),Early Succession War (2781 - 2900),Late Succession War - LosTech (2901 - 3019),Late Succession War - Renaissance (3020 - 3049),Clan Invasion (3050 - 3061),Civil War (3062 - 3067),Jihad (3068 - 3085),Early Republic (3086 - 3100),Late Republic (3101 - 3130),Dark Ages (3131 - 3150),ilClan (3151 - 9999)
Blackjack BJ-1DC,BJ-1DC,Brawler,27,BM,2,"8""",3,3,0,0,5,4,,https://i.ibb.co/pyTwkmx/blackjack-rg.png,Unknown,Unknown,Unknown,Federated Suns,"Federated Commonwealth, Federated Suns","Federated Commonwealth, Federated Suns",Federated Suns,Extinct,Extinct,Extinct,Extinct
Blackjack BJ-1X,BJ-1X,Skirmisher,29,BM,2,"10""",3,2,0,0,5,4,"ENE,HT1/-/-",https://i.ibb.co/pyTwkmx/blackjack-rg.png,Federated Suns,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct
Blackjack BJ-2,BJ-2,Sniper,30,BM,2,"8""j",3,3,2,1,5,4,,https://i.ibb.co/pyTwkmx/blackjack-rg.png,Unknown,Unknown,Unknown,Unknown,"ComStar, Federated Commonwealth, Federated Suns, Kell Hounds, Lyran Alliance, Lyran Commonwealth, Mercenary, St. Ives Compact, Wolf's Dragoons, Word of Blake","Capellan Confederation, ComStar, Federated Commonwealth, Federated Suns, Kell Hounds, Lyran Alliance, Mercenary, Pirates, St. Ives Compact, Wolf's Dragoons, Word of Blake","Capellan Confederation, ComStar, Federated Suns, Filtvelt Coalition, Kell Hounds, Lyran Alliance, Mercenary, Pirates, Wolf's Dragoons, Word of Blake","Federated Suns, Filtvelt Coalition, Mercenary","Federated Suns, Filtvelt Coalition, Mercenary","Filtvelt Coalition, Mercenary, Pirates","Filtvelt Coalition, Mercenary, Pirates"
Blackjack BJ-2r,BJ-2r,Brawler,27,BM,2,"8""j",3,3,0,0,5,4,"ENE,REL",https://i.ibb.co/pyTwkmx/blackjack-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Suns, Filtvelt Coalition, Mercenary","Federated Suns, Filtvelt Coalition, Mercenary"
Blackjack BJ-3,BJ-3,Brawler,30,BM,2,"8""j",3,3,2,1,5,4,ENE,https://i.ibb.co/pyTwkmx/blackjack-rg.png,Unknown,Unknown,Unknown,"Federated Suns, St. Ives Compact","Federated Commonwealth, Federated Suns, Mercenary, St. Ives Compact","Capellan Confederation, Federated Commonwealth, Federated Suns, Mercenary, Periphery General, St. Ives Compact","Capellan Confederation, Federated Suns, Mercenary, Periphery General","Capellan Confederation, Mercenary, Periphery General","Capellan Confederation, Mercenary, Periphery General","Mercenary, Periphery General","Mercenary, Periphery General"
Blackjack BJ-3X,BJ-3X,Sniper,28,BM,2,"8""j",2,2,2,2,5,4,ENE,https://i.ibb.co/pyTwkmx/blackjack-rg.png,Unknown,Unknown,Unknown,"Capellan Confederation, Federated Suns, St. Ives Compact",Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct
Blackjack BJ-4,BJ-4,Brawler,25,BM,2,"8""j",3,3,0,0,5,2,"AC1/1/-,CASE",https://i.ibb.co/pyTwkmx/blackjack-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns, Mercenary","Federated Suns, Filtvelt Coalition, Mercenary","Federated Suns, Filtvelt Coalition, Mercenary","Federated Suns, Filtvelt Coalition, Mercenary","Federated Suns, Filtvelt Coalition, Mercenary","Federated Suns, Filtvelt Coalition, Mercenary"
Blackjack BJ-5,BJ-5,Sniper,27,BM,2,"8""j",2,3,3,0,5,2,CASEII,https://i.ibb.co/pyTwkmx/blackjack-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Suns, Filtvelt Coalition, Fronc Reaches, Kell Hounds, Lyran Commonwealth, Magistracy of Canopus, Mercenary, Republic of the Sphere, Wolf's Dragoons","Federated Suns, Filtvelt Coalition, Fronc Reaches, Kell Hounds, Lyran Commonwealth, Magistracy of Canopus, Mercenary, Republic of the Sphere, Wolf's Dragoons","Federated Suns, Filtvelt Coalition, Fronc Reaches, Lyran Commonwealth, Magistracy of Canopus, Mercenary"
Blackjack C,C,Sniper,33,BM,2,"8""j",4,4,3,0,5,4,CASEII,https://i.ibb.co/pyTwkmx/blackjack-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Bloodhound B1-HND,B1-HND,Striker,42,BM,2,"14""",3,3,0,0,5,2,"CASE,PRB,RCN",https://i.ibb.co/p4RPVT7/bloodhound-3067.png,Unknown,Unknown,Unknown,Unknown,Unknown,"Free Worlds League, Word of Blake","Free Worlds League, Word of Blake","Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Non-Aligned Worlds), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Marian Hegemony, Mercenary, Republic of the Sphere","Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Marian Hegemony, Mercenary, Republic of the Sphere","Clan Wolf, Free Worlds League, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Marian Hegemony, Mercenary, Republic of the Sphere","Free Worlds League, Free Worlds League (Duchy of Andurien), Marian Hegemony, Mercenary, Wolf Empire"
Bloodhound B2-HND,B2-HND,Striker,49,BM,2,"14""",4,4,0,0,5,2,"CASE,ECM,PRB,RCN",https://i.ibb.co/p4RPVT7/bloodhound-3067.png,Unknown,Unknown,Unknown,Unknown,Unknown,"Free Worlds League, Word of Blake","Free Worlds League, Word of Blake","Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Marian Hegemony, Mercenary, Republic of the Sphere","Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Marian Hegemony, Mercenary, Republic of the Sphere","Clan Wolf, Free Worlds League, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Marian Hegemony, Mercenary, Republic of the Sphere","Free Worlds League, Free Worlds League (Duchy of Andurien), Marian Hegemony, Mercenary, Wolf Empire"
Bloodhound B3-HND,B3-HND,Striker,43,BM,2,"14""",3,3,0,0,5,2,"HT1/1/-,PRB,RCN",https://i.ibb.co/p4RPVT7/bloodhound-3067.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Non-Aligned Worlds), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Mercenary, Republic of the Sphere","Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Mercenary, Republic of the Sphere","Clan Wolf, Free Worlds League, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Mercenary, Republic of the Sphere, Taurian Concordat","Free Worlds League, Free Worlds League (Duchy of Andurien), Mercenary, Taurian Concordat, Wolf Empire"
Blue Flame BLF-21,BLF-21,Sniper,34,BM,2,"10""",2,2,2,1,6,2,"C3I,MHQ2",https://i.ibb.co/nMnDmM6/blue-flame-3067.png,Unknown,Unknown,Unknown,Unknown,Unknown,Word of Blake,Word of Blake,Extinct,Extinct,Extinct,Extinct
Blue Flame BLF-40,BLF-40,Sniper,33,BM,2,"10""",2,2,2,0,6,2,"C3I,ENE,MHQ2,REAR1/1/-",https://i.ibb.co/nMnDmM6/blue-flame-3067.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Word of Blake,Extinct,Extinct,Extinct,Extinct
Cobra CBR-02,CBR-02,Missile Boat,32,BM,2,"10""",2,3,2,0,4,4,"IF2,LRM1/2/2",https://i.ibb.co/T47wr13/cobra-3060.png,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Free Rasalhague Republic, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons","Free Rasalhague Republic, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons","Free Rasalhague Republic, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons","Lyran Commonwealth, Mercenary, Republic of the Sphere","Lyran Commonwealth, Mercenary, Republic of the Sphere","Lyran Commonwealth, Mercenary, Republic of the Sphere",Extinct
Cobra CBR-03,CBR-03,Missile Boat,34,BM,2,"10""",3,4,3,0,4,2,"CASE,IF2",https://i.ibb.co/T47wr13/cobra-3060.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Lyran Alliance,"Lyran Commonwealth, Marian Hegemony, Mercenary, Republic of the Sphere","Lyran Commonwealth, Marian Hegemony, Mercenary, Republic of the Sphere","Lyran Commonwealth, Marian Hegemony, Mercenary, Republic of the Sphere","Lyran Commonwealth, Marian Hegemony, Mercenary, Vesper Marches"
Daedalus DAD-3C,DAD-3C,Striker,28,BM,2,"12""j",4,3,0,0,4,2,"CASE,SRM2/2",https://i.ibb.co/6tfNYqK/daedalus-3055u.png,Unknown,Unknown,Unknown,Unknown,Solaris 7,Solaris 7,Solaris 7,Solaris 7,Solaris 7,Solaris 7,Extinct
Daedalus DAD-3D,DAD-3D,Striker,32,BM,2,"12""j",3,3,0,1,5,2,"ENE,TSM",https://i.ibb.co/6tfNYqK/daedalus-3055u.png,Unknown,Unknown,Unknown,Unknown,Unknown,Solaris 7,Solaris 7,Solaris 7,Solaris 7,Solaris 7,Solaris 7
Daedalus DAD-4A,DAD-4A,Striker,46,BM,2,"16""/12""j",4,4,0,0,5,2,"JMPW1,TSM",https://i.ibb.co/6tfNYqK/daedalus-3055u.png,Unknown,Unknown,Unknown,Unknown,Unknown,Solaris 7,Solaris 7,Solaris 7,Solaris 7,Solaris 7,Solaris 7
Daedalus DAD-4B,DAD-4B,Striker,45,BM,2,"16""/12""j",4,4,0,0,5,2,JMPW1,https://i.ibb.co/6tfNYqK/daedalus-3055u.png,Unknown,Unknown,Unknown,Unknown,Unknown,Solaris 7,Solaris 7,Solaris 7,Solaris 7,Solaris 7,Solaris 7
Daedalus DAD-DX,DAD-DX,Striker,40,BM,2,"16""",3,3,1,1,5,1,"ENE,REAR0*/0*/-","https://i.ibb.co/K7Yd8Tz/daedalus-dx-xtr.png
",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Solaris 7, Unique",Extinct,Extinct,Extinct
Eisenfaust EFT-2,EFT-2,Juggernaut,16,BM,2,"4""",2,2,0,1,4,4,,https://i.ibb.co/JdGGR2D/eisenfaust-prim.png,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct
Eisenfaust EFT-4J,EFT-4J,Juggernaut,24,BM,2,"6""",2,2,0,1,5,4,,https://i.ibb.co/C1XrP3c/eisenfaust-3085.png,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,"Lyran Alliance, Mercenary","Mercenary, Periphery General",Periphery General,Extinct,Extinct
Eisenfaust EFT-7X,EFT-7X,Brawler,28,BM,2,"8""",4,4,1,0,5,2,ENE,https://i.ibb.co/C1XrP3c/eisenfaust-3085.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Lyran Alliance, Mercenary","Lyran Commonwealth, Marian Hegemony, Mercenary, Republic of the Sphere","Lyran Commonwealth, Marian Hegemony, Mercenary, Republic of the Sphere","Lyran Commonwealth, Marian Hegemony, Mercenary, Republic of the Sphere","Lyran Commonwealth, Marian Hegemony, Mercenary, Vesper Marches"
Eisenfaust EFT-8X,EFT-8X,Brawler,27,BM,2,"8""",4,4,0,0,5,2,ENE,https://i.ibb.co/C1XrP3c/eisenfaust-3085.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Lyran Alliance,Lyran Commonwealth,Lyran Commonwealth,Lyran Commonwealth,"Lyran Commonwealth, Vesper Marches"
Fenris (Ice Ferret) A,A,Striker,36,BM,2,"16""",2,2,0,0,5,2,"AMS,CASE,FLK0*/0*/0*,OMNI",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png,Unknown,Unknown,HW Clan General,HW Clan General,"HW Clan General, IS Clan General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Wolf's Dragoons","Escorpión Imperio, HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Society, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Wolf's Dragoons","Clan Hell's Horses, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Star League (Clan Jade Falcon), Star League (Clan Wolf), Tamar Pact, Wolf Empire, Wolf's Dragoons"
Fenris (Ice Ferret) B,B,Striker,40,BM,2,"16""",3,3,1,0,5,2,"CASE,OMNI,SRM1/1",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png,Unknown,Unknown,HW Clan General,HW Clan General,"HW Clan General, IS Clan General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Wolf's Dragoons","Escorpión Imperio, HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Society, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Wolf's Dragoons","Clan Hell's Horses, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Star League (Clan Jade Falcon), Star League (Clan Wolf), Tamar Pact, Wolf Empire, Wolf's Dragoons"
Fenris (Ice Ferret) C,C,Missile Boat,37,BM,2,"16""",2,2,2,0,5,2,"CASE,IF1,OMNI",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png,Unknown,Unknown,HW Clan General,HW Clan General,"HW Clan General, IS Clan General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Wolf's Dragoons","Escorpión Imperio, HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Society, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Wolf's Dragoons","Clan Hell's Horses, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Star League (Clan Jade Falcon), Star League (Clan Wolf), Tamar Pact, Wolf Empire, Wolf's Dragoons"
Fenris (Ice Ferret) D,D,Striker,45,BM,2,"16""",4,4,0,0,5,2,"AMS,CASE,OMNI",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png,Unknown,Unknown,HW Clan General,HW Clan General,"HW Clan General, IS Clan General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Wolf's Dragoons","Escorpión Imperio, HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Society, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Wolf's Dragoons","Clan Hell's Horses, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Star League (Clan Jade Falcon), Star League (Clan Wolf), Tamar Pact, Wolf Empire, Wolf's Dragoons"
Fenris (Ice Ferret) E,E,Striker,41,BM,2,"16""",4,3,1,0,5,2,"CASE,OMNI",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png,Unknown,Unknown,Unknown,Unknown,"HW Clan General, IS Clan General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Wolf's Dragoons","Escorpión Imperio, HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Society, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Wolf's Dragoons","Clan Hell's Horses, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Star League (Clan Jade Falcon), Star League (Clan Wolf), Tamar Pact, Wolf Empire, Wolf's Dragoons"
Fenris (Ice Ferret) F,F,Sniper,41,BM,2,"16""",2,2,2,0,5,2,"ECM,ENE,LPRB,OMNI,RCN,WAT",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Wolf's Dragoons","Clan Hell's Horses, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Star League (Clan Jade Falcon), Star League (Clan Wolf), Tamar Pact, Wolf Empire, Wolf's Dragoons"
Fenris (Ice Ferret) G,G,Striker,44,BM,2,"16""",4,4,0,0,5,2,"CASE,LTAG,OMNI,SRM1/1",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Wolf's Dragoons","Clan Hell's Horses, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Star League (Clan Jade Falcon), Star League (Clan Wolf), Tamar Pact, Wolf Empire, Wolf's Dragoons"
Fenris (Ice Ferret) H,H,Striker,45,BM,2,"16""",4,4,1,0,5,2,"CASE,OMNI",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png,Unknown,Unknown,Unknown,Unknown,"Clan Blood Spirit, Clan Cloud Cobra, Clan Coyote, Clan Fire Mandrill, Clan Goliath Scorpion, Clan Ice Hellion, Clan Snow Raven, Clan Star Adder, Clan Steel Viper, IS Clan General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Wolf's Dragoons","Escorpión Imperio, HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Society, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Wolf's Dragoons","Clan Hell's Horses, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Star League (Clan Jade Falcon), Star League (Clan Wolf), Tamar Pact, Wolf Empire, Wolf's Dragoons"
Fenris (Ice Ferret) I,I,Scout,43,BM,2,"16""",3,3,0,0,5,2,"BH,CASE,OMNI,RCN,SRM2/2",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Escorpión Imperio, Kell Hounds, Lyran Commonwealth, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Wolf's Dragoons","Clan Hell's Horses, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Star League (Clan Jade Falcon), Star League (Clan Wolf), Tamar Pact, Wolf Empire, Wolf's Dragoons"
Fenris (Ice Ferret) J,J,Striker,65,BM,2,"20""",7,6,0,0,5,2,"CASE,OMNI",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Wolf's Dragoons","Clan Hell's Horses, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Star League (Clan Jade Falcon), Star League (Clan Wolf), Tamar Pact, Wolf Empire, Wolf's Dragoons"
Fenris (Ice Ferret) K,K,Striker,42,BM,2,"16""",3,3,2,0,5,2,"AMS,ENE,OMNI",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Wolf's Dragoons","Clan Hell's Horses, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Star League (Clan Jade Falcon), Star League (Clan Wolf), Tamar Pact, Wolf Empire, Wolf's Dragoons"
Fenris (Ice Ferret) L,L,Scout,31,BM,2,"16""",1,1,0,0,5,2,"CASE,HT1/1/1,OMNI",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Escorpión Imperio, HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Wolf's Dragoons","Clan Hell's Horses, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Star League (Clan Jade Falcon), Star League (Clan Wolf), Tamar Pact, Wolf Empire, Wolf's Dragoons"
Fenris (Ice Ferret) Prime,Prime,Striker,44,BM,2,"16""",3,3,2,0,5,2,"CASE,OMNI,PRB,RCN",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png,Unknown,Unknown,HW Clan General,HW Clan General,"HW Clan General, IS Clan General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Wolf's Dragoons","Escorpión Imperio, HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Society, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Escorpión Imperio, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Wolf's Dragoons","Clan Hell's Horses, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Star League (Clan Jade Falcon), Star League (Clan Wolf), Tamar Pact, Wolf Empire, Wolf's Dragoons"
Fenris (Ice Ferret) T,T,Scout,49,BM,2,"20""",3,3,0,0,5,2,"CASE,OMNI,PRB,RCN",https://i.ibb.co/gd4g4Dv/fenris-ice-ferret-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Clan Wolf (in Exile), Kell Hounds, Lyran Commonwealth, Scorpion Empire, Wolf's Dragoons","Clan Hell's Horses, Kell Hounds, Lyran Commonwealth, Scorpion Empire, Star League (Clan Jade Falcon), Star League (Clan Wolf), Tamar Pact, Wolf Empire, Wolf's Dragoons"
